Record,LOCATION,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y,Latitude,Longitude
5001,STITTSVILLE MAIN ST btwn DAPHNE CRES & CARLETON CATHCART ST,2017,2,0,0,350565.88081,5012964.00379,-75.91691,45.25515
5006,STITTSVILLE MAIN ST/HUNTLEY RD @ FLEWELLYN RD,2017,2,0,0,351416.59580,5010740.39680,-75.90628,45.23508
5010,STONEHAVEN DR @ HARNESS LANE/BLUEMEADOW WAY,2017,2,0,0,354571.76190,5016744.30990,-75.86549,45.28889
5011,STONEHAVEN DR @ SAWYER WAY/SUMMITVIEW DR,2017,2,0,1,356561.66630,5015861.05110,-75.84022,45.28080
5012,STONEHAVEN DR @ STONEMEADOW DR,2017,2,0,0,355950.39590,5016619.15100,-75.84793,45.28767
5017,STONEHENGE CRES btwn SAXONY CRES & SAXONY CRES,2017,2,0,0,375047.32324,5031371.32821,-75.60241,45.41875
5018,STONEHENGE CRES btwn WHITTAKER CRES & WHITTAKER CRES,2017,2,0,0,375318.13192,5031600.30089,-75.59892,45.42078
5023,STRANDHERD DR @ 210 W OF WOODROFFE AVE,2017,2,0,0,365924.34310,5015321.47460,-75.72096,45.27519
5024,STRANDHERD DR @ 215 W OF GREENBANK RD/BARRHAVE,2017,2,0,0,363743.85570,5014679.35430,-75.74882,45.26960
5035,STRANDHERD DR btwn CLARIDGE DR & BEATRICE DR,2017,2,0,0,365241.89304,5015399.52447,-75.72964,45.27595
5037,STRANDHERD DR btwn FALLOWFIELD RD & MARAVISTA DR,2017,2,0,0,361075.02052,5014850.11953,-75.78281,45.27136
5038,STRANDHERD DR btwn GREENBANK RD & Continuation of STRANDHERD DR,2017,2,0,0,364017.52416,5014835.91338,-75.74531,45.27099
5039,STRANDHERD DR btwn JOCKVALE RD & 215 W OF GREENBANK RD/BARRHAVEN MALL,2017,2,0,0,363654.25555,5014629.75720,-75.74997,45.26916
5040,STRANDHERD DR btwn KENNEVALE DR & Continuation of STRANDHERD DR,2017,2,0,0,361538.84407,5013998.53787,-75.77700,45.26366
5042,STRANDHERD DR btwn MARAVISTA DR & KENNEVALE DR,2017,2,0,0,361389.32790,5014341.90198,-75.77886,45.26676
5046,SULLIVAN AVE @ VIEWMOUNT DR,2017,2,0,0,364025.69390,5022604.50220,-75.74428,45.34089
5057,SUNNYSIDE AVE btwn CARRAWAY PRIV & SENECA ST,2017,2,0,0,368119.77517,5028212.93072,-75.69133,45.39099
5060,SUSSEX DR @ JOHN ST,2017,2,0,0,367860.84000,5033944.92710,-75.69390,45.44259
5061,SUSSEX DR @ YORK ST,2017,2,1,0,367805.17270,5032236.26210,-75.69483,45.42722
5062,SUSSEX DR btwn 151 W OF KING EDWARD AVE/L.B. PEARSON BUILDING & RAMP,2017,2,0,0,367630.12295,5033426.60895,-75.69692,45.43795
5067,SUSSEX DR btwn LADY GREY DR & 151 W OF KING EDWARD AVE/L.B. PEARSON BU,2017,2,0,0,367532.99067,5033201.22945,-75.69819,45.43593
5079,TALLTREE CRES btwn ABBOTT ST E & ABBOTT ST E,2017,2,0,0,351682.93123,5014818.72826,-75.90250,45.27176
5084,TARA DR @ MAITLAND AVE,2017,2,0,0,363495.68990,5025387.53080,-75.75071,45.36597
5087,TARTAN DR btwn RUETER ST & HALLEY ST,2017,2,0,0,362892.72713,5014363.29795,-75.75970,45.26683
5099,TENTH LINE RD @ OR174 IC101 RAMP61,2017,2,0,0,382702.74210,5039062.58110,-75.50339,45.48714
5102,TENTH LINE RD @ WALL RD,2017,2,0,0,385152.78160,5033307.54550,-75.47300,45.43508
5105,TENTH LINE RD btwn BLACKBURN BYPS & SOUTHFIELD WAY,2017,2,0,0,384489.98073,5034874.56348,-75.48121,45.44926
5108,TENTH LINE RD btwn INNES RD & VANGUARD DR,2017,2,0,0,384017.84560,5036018.68897,-75.48706,45.45960
5119,TERREBONNE DR btwn MARYGROVE CIRC & MAITLAND AVE,2017,2,0,0,364011.88257,5025026.94599,-75.74417,45.36269
5125,TERRY FOX DR @ TRANS CANADA TRAIL,2017,2,0,0,353251.84000,5015999.81000,-75.88239,45.28228
5133,TERRY FOX DR btwn DIDSBURY RD & HWY417 IC140 RAMP36,2017,2,0,0,350658.83029,5018884.06408,-75.91518,45.30841
5136,TERRY FOX DR btwn HWY417 IC140 RAMP16 & HWY417 IC140 RAMP35,2017,2,0,0,350931.69184,5018569.77539,-75.91173,45.30557
5142,TERRY FOX DR btwn PALLADIUM DR & MAPLE GROVE RD,2017,2,0,0,351413.16879,5018024.49291,-75.90564,45.30063
5153,THOMAS A. DOLAN PKWY btwn WOODKILTON RD & DUNROBIN RD,2017,2,0,0,341780.95436,5030986.33186,-76.02748,45.41784
5154,THORNBURY CRES btwn REDDING WAY & REDDING WAY,2017,2,0,0,362008.46402,5023343.57435,-75.76993,45.34771
5162,TIMM DR btwn HAANEL DR & MOODIE DR,2017,2,0,0,355799.54267,5020471.30154,-75.84946,45.32234
5166,TORBEC AVE btwn KEYROCK DR & FLETCHER CIRC,2017,2,0,0,349403.22016,5020070.62153,-75.93108,45.31917
5176,TRENTON AVE btwn PRINCE ST & SILVER ST,2017,2,0,0,365168.37905,5026531.35510,-75.72922,45.37612
5181,TRIM RD @ VALIN ST,2017,2,0,0,386438.01400,5037556.56110,-75.45587,45.47316
5189,TRIM RD btwn ST. JOSEPH BLVD & WATTERS RD,2017,2,0,0,384816.57830,5038997.60402,-75.47637,45.48632
5190,TRIM RD btwn WALL RD & NAVAN RD,2017,2,0,0,388094.08623,5033522.43875,-75.43537,45.43667
5192,TRIOLE ST btwn BELFAST RD & END,2017,2,0,0,373016.32965,5030537.70747,-75.62848,45.41145
5202,TWIN ELM RD btwn BARNSDALE RD & BROPHY DR,2017,2,0,0,360617.36943,5006774.09344,-75.78955,45.19872
5203,TWIN ELM RD btwn CAMBRIAN RD & BARNSDALE RD,2017,2,0,0,359802.44177,5008746.84353,-75.79970,45.21654
5212,UPPER DWYER HILL RD btwn CARROLL SIDE RD & MARCH RD,2017,2,0,0,333663.31558,5014740.84333,-76.13215,45.27203
5218,UPPER LORNE PL btwn SOMERSET ST W & END,2017,2,0,0,366613.50645,5030393.94845,-75.71029,45.41075
5223,VALLEY STREAM DR btwn SHADOW CRT & SANDCASTLE DR,2017,2,0,0,359541.72050,5021681.26522,-75.80159,45.33294
5234,VANIER PKWY NB btwn DONALD ST & QUEEN MARY ST,2017,2,0,0,370334.46640,5032113.56099,-75.66253,45.42589
5235,VANIER PKWY NB btwn MCARTHUR AVE & VANIER PKWY,2017,2,0,0,370241.50005,5032585.99084,-75.66365,45.43015
5241,VANIER PKWY SB btwn MONTREAL RD & MCARTHUR AVE,2017,2,0,0,370159.38086,5032883.97055,-75.66466,45.43283
5254,VICTORIA ST btwn BOWEN ST & 8TH LINE RD,2017,2,0,0,385403.29945,5011135.91590,-75.47341,45.23557
5257,VICTORIA ST btwn YORKS CORNERS RD & CARTWRIGHT RD,2017,2,0,0,389532.85404,5013729.03590,-75.42038,45.25842
5268,WALKLEY EXTENSION RD btwn HWY417 IC110 RAMP65 & HWY417 IC110 RAMP56,2017,2,1,0,375823.33503,5029087.96897,-75.59283,45.39813
5283,WALKLEY RD btwn CONROY RD & 160 W OF CONROY RD,2017,2,0,0,372826.78860,5027417.93240,-75.63133,45.38340
5292,WALKLEY RD btwn ST. LAURENT BLVD & MARTHA AVE,2017,2,0,0,373937.64560,5028067.30260,-75.61705,45.38913
5294,WALKLEY RD btwn TURN LANE & RYDER ST,2017,2,0,0,372470.63734,5027208.42312,-75.63591,45.38155
5301,WATSON ST btwn FALLIS AVE & ST. STEPHEN'S ST,2017,2,0,0,360094.60197,5024169.95116,-75.79426,45.35529
5307,WELLINGTON ST    W btwn FAIRMONT AVE & IRVING AVE,2017,2,0,0,365590.59495,5029750.72700,-75.72344,45.40505
5309,WELLINGTON ST    W btwn HAMILTON AVE N & PARKDALE AVE,2017,2,0,0,365113.69700,5029251.05890,-75.72959,45.40060
5312,WELLINGTON ST    W btwn HOLLAND AVE & HINTON AVE N,2017,2,0,0,364967.19700,5029173.55810,-75.73147,45.39991
5314,WELLINGTON ST    W btwn MERTON ST & FAIRMONT AVE,2017,2,0,0,365522.09455,5029646.22590,-75.72432,45.40412
5322,WELLINGTON ST @ LETT ST,2017,2,0,0,366355.22490,5031111.16710,-75.71350,45.41723
5324,WELLINGTON ST btwn BANK ST & O'CONNOR ST,2017,2,1,0,367335.70245,5031675.57945,-75.70090,45.42222
5333,WENTWORTH AVE btwn LAWN AVE & CARLING AVE,2017,2,0,0,361275.18110,5025603.02560,-75.77903,45.36809
5342,WEST HUNT CLUB RD btwn MOODIE DR & RICHMOND RD,2017,2,0,0,357519.12318,5018333.14054,-75.82775,45.30297
5345,WEST HUNT CLUB RD btwn TURN LANE & PRINCE OF WALES DR (1),2017,2,0,0,367412.71100,5021907.99700,-75.70116,45.33433
5348,WEST HUNT CLUB RD EB btwn 354 E OF WOODROFFE AVE/REC PATH & CLEOPATRA,2017,2,0,0,364595.36517,5021636.06863,-75.73713,45.33213
5352,WEST HUNT CLUB RD EB btwn MERIVALE RD & SUNDERLAND ST,2017,2,0,0,365798.66941,5022045.25387,-75.72173,45.33570
5361,WEST HUNT CLUB RD WB btwn MERIVALE RD & ROYDON PL,2017,2,0,0,365793.25218,5022055.91883,-75.72180,45.33580
5362,WEST HUNT CLUB RD WB btwn ROYDON PL/SUNDERLAND ST & 545 E OF ROYDON PL,2017,2,0,0,366205.46177,5022315.11152,-75.71651,45.33810
5363,WEST HUNT CLUB RD WB btwn WOODROFFE AVE & 354 E OF WOODROFFE AVE/REC P,2017,2,0,0,363815.93445,5021370.14775,-75.74710,45.32980
5373,WHITE ALDER AVE btwn FLAT SEDGE CRES & STALWART CRES W,2017,2,0,0,375460.83395,5020729.40850,-75.59865,45.32296
5376,WHYTE SIDE RD btwn HAWTHORNE RD & RAMSAYVILLE RD,2017,2,0,0,377127.20275,5025105.39873,-75.57676,45.36216
5392,WINDSOR AVE btwn RIVERDALE AVE & END,2017,2,0,0,369153.73450,5028442.86623,-75.67809,45.39297
5398,WOODCLIFFE PRIV @ JEANNE D'ARC BLVD,2017,2,1,0,380106.12180,5036226.32730,-75.53704,45.46191
5400,WOODFORD WAY btwn WOODPARK WAY & ARMAGH WAY,2017,2,0,0,365027.59103,5017051.37580,-75.73217,45.29084
5407,WOODPARK WAY btwn MASONBROOK ST & MULLCRAFT CRES,2017,2,0,0,365228.63879,5017141.56878,-75.72960,45.29163
5409,WOODRIDGE CRES btwn BAYSHORE DR & BAYSHORE PS,2017,2,0,0,358890.42202,5023751.93404,-75.80968,45.35163
5421,WOODROFFE AVE @ TECUMSEH ST,2017,2,0,0,362368.68910,5024229.50900,-75.76523,45.35565
5425,WOODROFFE AVE btwn CLARIDGE DR & QUEENSBURY DR,2017,2,0,1,365651.92723,5016517.84134,-75.72428,45.28598
5426,WOODROFFE AVE btwn Continuation of WOODROFFE AVE & PARKGLEN DR,2017,2,0,0,362855.39405,5023198.12867,-75.75914,45.34633
5433,WOODROFFE AVE btwn GRENFELL CRES & 260 N OF FALLOWFIELD RD/TRANSITWAY,2017,2,0,0,364768.59373,5018689.20685,-75.73528,45.30559
5440,WOODROFFE AVE btwn KNOXDALE RD/MEDHURST DR & MAJESTIC DR,2017,2,0,0,363481.53561,5021680.64132,-75.75133,45.33262
5443,WOODROFFE AVE btwn MEADOWLANDS DR/TALLWOOD DR & NORICE ST,2017,2,0,0,363132.91201,5022543.68442,-75.75568,45.34042
5451,WOODROFFE AVE btwn WOODROFFE AVE & NAVAHO DR,2017,2,0,1,362621.82565,5023599.88441,-75.76208,45.34996
5453,WOODROFFE AVE NB btwn WEST HUNT CLUB RD & SPORTSPLEX N,2017,2,0,0,363721.67613,5021160.36303,-75.74833,45.32792
5457,WOODWARD DR btwn COURTWOOD CRES & COURTWOOD CRES,2017,2,0,0,363433.99006,5026018.28897,-75.75143,45.37165
5464,YORK ST EB btwn BY WARD MARKET SQ & SUSSEX DR,2017,2,0,0,367876.11833,5032280.94463,-75.69392,45.42762
5467,YORK ST WB btwn TO BE DETERMINED & CUMBERLAND ST,2017,2,0,0,368192.25896,5032500.08892,-75.68985,45.42956
2,225 E OF RIVERSIDE DR / T & T SC @ HUNT CLUB RD,2017,1,0,0,368235.70000,5022055.98000,-75.69064,45.33558
3,2ND LINE RD @ CABIN RD,2017,1,0,0,375666.71980,5002663.34700,-75.59860,45.16038
4,2ND LINE RD btwn OSGOODE MAIN ST & HUGH CRES,2017,1,0,0,376122.19679,5001556.53056,-75.59297,45.15038
6,4TH LINE RD btwn MCDIARMID RD & BELMEADE RD,2017,1,0,0,381853.49946,4998606.54030,-75.52054,45.12323
7,8TH LINE RD @ GLENWOOD DR,2017,1,0,0,385888.11100,5010030.94830,-75.46741,45.22557
10,8TH LINE RD @ SPRINGHILL RD,2017,1,0,0,386917.78990,5007326.37720,-75.45475,45.20112
11,8TH LINE RD btwn ANDREW SIMPSON DR & BRUCE ST,2017,1,0,0,385331.51458,5011485.55693,-75.47426,45.23872
12,8TH LINE RD btwn COOPER HILL RD & FOREST GREEN CRES,2017,1,0,0,384084.51775,5014706.94505,-75.48963,45.26785
13,8TH LINE RD btwn MARVELVILLE RD & LAWRENCE ST,2017,1,0,0,387978.82581,5004641.87149,-75.44169,45.17684
14,8TH LINE RD btwn MITCH OWENS RD & RODNEY FARM DR,2017,1,0,0,382719.70129,5017952.34800,-75.50651,45.29720
16,8TH LINE RD btwn SPRINGHILL RD & MARVELVILLE RD,2017,1,0,0,387290.11939,5006365.41103,-75.45017,45.19243
17,9TH LINE RD @ VICTORIA ST,2017,1,0,0,387132.80700,5012213.41900,-75.45120,45.24507
18,AARON AVE btwn CARLING AVE & LENESTER AVE,2017,1,0,0,362178.18545,5025807.52805,-75.76748,45.36986
19,ABBEYHILL DR @ CASTLEFRANK RD,2017,1,1,0,353223.61890,5017260.45010,-75.88263,45.29363
20,ABBEYHILL DR @ EAGLESON RD,2017,1,0,0,353827.62490,5018034.45590,-75.87485,45.30055
21,ABBEYHILL DR @ SURREY LANE,2017,1,0,0,353673.61630,5017965.46430,-75.87682,45.29994
22,ABBEYHILL DR btwn OLD COLONY RD & BALBAIR RD,2017,1,0,0,353516.05213,5017776.56954,-75.87885,45.29825
23,ABBEYHILL DR btwn SURREY LANE & EAGLESON RD,2017,1,0,0,353748.64465,5018004.21992,-75.87586,45.30029
26,ABBOTT ST @ SHEA RD,2017,1,0,0,351158.29140,5014146.61560,-75.90925,45.26575
28,ABBOTT ST W @ WEST RIDGE DR,2017,1,0,0,349643.11650,5012785.08420,-75.92868,45.25360
31,ABETTI RIDGE btwn ESPIN HTS & JOCKVALE RD,2017,1,0,0,365071.55602,5013498.54760,-75.73204,45.25886
32,ACACIA AVE @ BEECHWOOD AVE,2017,1,0,0,369634.70760,5033942.59680,-75.67123,45.44241
33,ACACIA AVE @ MARIPOSA AVE,2017,1,0,0,369401.69250,5034679.60790,-75.67411,45.44906
35,ACACIA AVE btwn RIDEAU TER & OAKHILL RD,2017,1,0,0,369534.56102,5034207.35906,-75.67247,45.44480
36,ACCEPTANCE PL @ HOPE SIDE RD,2017,1,0,0,356552.33500,5015257.14660,-75.84040,45.27537
37,ACKLAM TER btwn AYTON LANE & AYTON LANE,2017,1,0,0,349714.46528,5023289.73893,-75.92682,45.34812
38,ADAMSON CRES btwn WEST RIDGE DR N & WEST RIDGE DR S,2017,1,0,0,349730.24897,5012160.62516,-75.92763,45.24797
40,ADIRONDACK DR @ IRIS ST,2017,1,0,0,362131.69010,5024316.50740,-75.76825,45.35645
42,ADMIRAL AVE @ ANNA AVE,2017,1,0,0,365153.70100,5027266.54230,-75.72932,45.38274
43,AERO DR @ HOLLY ACRES RD,2017,1,0,0,358341.65350,5023227.50230,-75.81674,45.34695
48,AHEARN AVE btwn CROFT ST & FARROW ST,2017,1,0,0,359571.20747,5024788.52502,-75.80087,45.36090
49,AINSLEY DR btwn ERINDALE DR & AMESBROOKE DR,2017,1,0,0,363850.02480,5024676.13458,-75.74628,45.35954
50,AINSLEY DR btwn FERGUSON ST & GAGE CRES,2017,1,0,0,363436.23795,5024509.38645,-75.75158,45.35808
52,AIRPORT PARKWAY PRIV btwn Continuation of AIRPORT PARKWAY PRIV & TO BE,2017,1,0,0,370322.20698,5020645.17576,-75.66421,45.32270
54,AIRPORT PKWY @ UPLANDS DR RAMP 62,2017,1,0,0,371297.72540,5021622.49740,-75.65163,45.33140
55,AIRPORT PKWY btwn AIRPORT PKWY/HUNT CLUB RAMP 42 & WALKLEY RD NB RAMP,2017,1,0,0,370381.97105,5024701.93405,-75.66291,45.35919
57,AIRPORT PKWY btwn BROOKFIELD RAMP 34 & BRONSON AVE RAMP 24C,2017,1,0,0,368727.40071,5026623.37965,-75.68377,45.37664
60,AIRPORT PKWY btwn RAMP & RAMP (2),2017,1,0,0,368860.81708,5026297.60721,-75.68211,45.37369
63,AIRPORT PKWY SB ON RAMPS @ HUNT CLUB RD,2017,1,0,0,371012.77070,5023630.03120,-75.65500,45.34949
64,AIRPORT PKWY/ALERT/UPLANDS/LESTER/RAMP62 btwn LESTER RD & AIRPORT PKWY,2017,1,0,0,371286.95522,5021488.14978,-75.65179,45.33019
65,AIRPORT PKWY/BRONSON/HERON RAMP 24 @ BRONSON A,2017,1,0,0,368692.72480,5026732.54070,-75.68420,45.37762
66,AIRPORT PKWY/BROOKFIELD RD @ FLANNERY DR/AIRPORT PKWY RAMPS 52A/53,2017,1,0,0,368694.72090,5026294.52840,-75.68423,45.37368
67,AIRPORT PKWY/WALKLEY RD NB OFF RAMP @ WALKLEY RD,2017,1,0,0,370077.72480,5025791.52990,-75.66664,45.36903
68,AKERSON RD @ MICHAEL COWPLAND DR,2017,1,0,0,353916.77590,5016238.03260,-75.87389,45.28438
69,AKERSON RD btwn BARRICK HILL RD & MICHAEL COWPLAND DR,2017,1,1,0,353951.66541,5010696.53967,-75.87400,45.23452
70,AKERSON RD/CARRONBRIDGE CIR @ COPE DR,2017,1,0,0,354386.07290,5015808.35210,-75.86795,45.28048
71,ALADDIN LANE @ ALBION RD,2017,1,0,0,372584.73540,5022591.50090,-75.63508,45.34000
72,ALASKEN DR @ KELLY FARM DR,2017,1,1,0,375434.60600,5019917.44110,-75.59910,45.31565
73,ALASKEN DR btwn KELLY FARM DR & NO NAME,2017,1,0,0,375470.24923,5019938.46735,-75.59865,45.31584
74,ALBANY DR btwn EDGELAND PL & AGINCOURT RD,2017,1,0,0,363293.19055,5025104.02190,-75.75333,45.36344
75,ALBERNI ST btwn SUNRIDGE LANE & DEEVY ST,2017,1,0,0,363563.67316,5015480.14918,-75.75102,45.27682
79,ALBERT ST @ BRICKHILL ST,2017,1,0,0,366625.70430,5030800.56340,-75.71008,45.41441
80,ALBERT ST @ BRONSON AVE,2017,1,0,0,366739.70430,5031016.57430,-75.70860,45.41634
88,ALBERT ST @ PERKINS ST,2017,1,0,0,366535.69860,5030695.57330,-75.71125,45.41347
90,ALBERT ST btwn BANK ST & O'CONNOR ST,2017,1,0,0,367462.20355,5031472.07755,-75.69931,45.42038
93,ALBERT ST btwn CITY CENTRE AVE & PRESTON ST,2017,1,0,0,366059.03558,5030403.06830,-75.71737,45.41088
95,ALBERT ST btwn LORNE AVE & PERKINS ST,2017,1,0,0,366514.70110,5030682.57100,-75.71152,45.41336
96,ALBERT ST btwn LYON ST N & KENT ST,2017,1,0,0,367142.51135,5031269.11242,-75.70342,45.41858
98,ALBERT ST btwn PRESTON ST & Continuation of ALBERT ST,2017,1,0,1,366226.70000,5030507.06955,-75.71522,45.41180
100,ALBERT ST btwn SLATER ST & BRICKHILL ST,2017,1,0,0,366606.55308,5030762.27606,-75.71033,45.41407
101,ALBERT ST btwn TRANSIT & SLATER ST,2017,1,0,0,366580.70110,5030723.07100,-75.71067,45.41372
104,ALBION RD @ CAHILL DR,2017,1,0,0,371725.73100,5024668.51810,-75.64576,45.35877
105,ALBION RD @ DES MESANGES DR,2017,1,0,0,371989.72640,5024019.50880,-75.64248,45.35290
106,ALBION RD @ FINDLAY CREEK DR,2017,1,0,0,374010.02000,5019208.54000,-75.61737,45.30942
107,ALBION RD @ GOTH AVE,2017,1,0,0,372332.74100,5023198.50950,-75.63821,45.34548
108,ALBION RD @ HEATHERINGTON RD,2017,1,0,0,371119.72670,5026146.53410,-75.65330,45.37212
110,ALBION RD @ JOHNSTON RD,2017,1,0,0,371502.72910,5025225.51520,-75.64853,45.36380
112,ALBION RD @ MCMAHON AVE,2017,1,0,0,372362.74010,5023122.51220,-75.63784,45.34480
115,ALBION RD @ SOUTHGATE RD/ROYAL OAK CRT,2017,1,0,0,371817.72420,5024443.51970,-75.64462,45.35673
116,ALBION RD @ WYLDEWOOD ST,2017,1,0,0,372292.73660,5023293.50870,-75.63871,45.34634
118,ALBION RD btwn ALBION RD S & BANK ST,2017,1,1,0,371940.72700,5024143.07905,-75.64309,45.35402
119,ALBION RD btwn BANK ST & DES MESANGES DR,2017,1,0,0,371967.27531,5024074.13666,-75.64276,45.35340
121,ALBION RD btwn HIGH RD/EARL ARMSTRONG RD & 210 S OF HIGH RD/EARL ARMST,2017,1,0,0,374670.50529,5017646.09775,-75.60917,45.29529
126,ALBURY CRES N @ DELAMERE DR N,2017,1,1,0,349188.58460,5013424.42590,-75.93441,45.25938
127,ALCIDE AVE @ ROCKDALE RD,2017,1,0,0,394762.86510,5024415.45700,-75.35181,45.35391
128,ALDBURN PL @ ABBEYHILL DR,2017,1,0,0,353285.62370,5017353.44520,-75.88183,45.29446
129,ALDERCREST DR @ VIEWMOUNT DR,2017,1,0,0,364428.69850,5022642.49580,-75.73913,45.34120
131,ALDGATE CRES btwn SHERWAY DR & SHERWAY DR,2017,1,0,0,362686.93452,5015136.46613,-75.76223,45.27380
134,ALESTHER ST @ WOLFFDALE CRES S,2017,1,0,0,372058.71530,5032295.58780,-75.64047,45.42736
135,ALESTHER ST btwn PRINCE ALBERT ST & END,2017,1,0,0,372154.72000,5032068.07550,-75.63928,45.42530
136,ALESTHER ST btwn WOLFFDALE CRES & WOLFFDALE CRES,2017,1,0,0,372042.71890,5032333.57810,-75.64067,45.42770
137,ALEUTIAN RD @ CHINOOK CRES N,2017,1,0,0,359142.66430,5022613.49300,-75.80658,45.34136
138,ALEUTIAN RD btwn CHINOOK CRES & CHINOOK CRES,2017,1,0,1,359237.19913,5022303.16528,-75.80541,45.33856
139,ALEXANDRA BR btwn MURRAY ST & END,2017,1,0,0,367323.79951,5032440.09943,-75.70096,45.42910
140,ALGOMA RD @ COMSTOCK RD,2017,1,0,0,373661.72660,5031107.56310,-75.62015,45.41651
142,ALICE ST @ LANDRY ST,2017,1,0,0,369560.71190,5033493.59340,-75.67223,45.43837
144,ALLENBY RD @ AYTON LANE,2017,1,0,0,349519.61440,5023312.51050,-75.92930,45.34833
145,ALLENBY RD/IPSWICH TER @ FLAMBOROUGH WAY,2017,1,0,0,349321.61350,5023068.49700,-75.93185,45.34615
147,ALPINE AVE btwn CARLING AVE & ELMHURST ST,2017,1,0,0,360550.10656,5024803.49260,-75.78838,45.36096
148,ALPINE AVE btwn HENLEY ST & CLARENDA ST,2017,1,0,0,360713.33536,5024401.71460,-75.78634,45.35733
150,ALTA VISTA DR @ BILLINGS AVE,2017,1,1,0,370350.71940,5028611.55210,-75.66279,45.39437
156,ALTA VISTA DR @ ROGER RD,2017,1,1,0,370405.71920,5028878.54790,-75.66205,45.39677
158,ALTA VISTA DR btwn AYERS AVE & RIDGEMONT AVE,2017,1,0,0,370524.37438,5026518.86017,-75.66085,45.37553
160,ALTA VISTA DR btwn CLONTARF AVE & RANDALL AVE,2017,1,0,0,370398.32300,5027462.21450,-75.66233,45.38403
161,ALTA VISTA DR btwn CRESTVIEW RD & ROGER RD,2017,1,0,0,370392.71890,5028840.55155,-75.66222,45.39643
164,ALTA VISTA DR btwn PALEN AVE & WESMAR DR,2017,1,0,0,370452.46707,5027137.05391,-75.66168,45.38110
165,ALTA VISTA DR btwn ROLLAND AVE & INDUSTRIAL AVE,2017,1,0,0,370868.46746,5030510.84168,-75.65592,45.41142
168,AMBASSADOR AVE @ CITY PARK DR,2017,1,0,0,374192.79460,5032622.87940,-75.61316,45.43010
169,AMBERCREST ST btwn MEADOWCROFT CRES & END,2017,1,0,0,372767.97949,5033017.97069,-75.63131,45.43379
170,AMBERWOOD CRES @ EDENBROOK CRT,2017,1,0,0,367087.70910,5020460.49520,-75.70548,45.32133
171,AMBERWOOD CRES @ MERIVALE RD,2017,1,0,0,366409.70550,5020016.48230,-75.71419,45.31740
172,AMBLESIDE DR @ NEW ORCHARD AVE,2017,1,0,0,361268.13240,5026281.69720,-75.77904,45.37420
173,AMESBROOKE DR @ MAITLAND AVE,2017,1,0,0,363769.69080,5025177.52060,-75.74724,45.36406
174,AMIENS ST @ PRESTONE DR,2017,1,0,0,382918.75730,5037525.58270,-75.50087,45.47329
179,ANCASTER AVE @ RICHMOND RD,2017,1,0,0,361485.51560,5026521.36780,-75.77624,45.37634
180,ANDALUSIAN CRES btwn DANZIG TERR & WESTPHALIAN AVE,2017,1,0,0,353377.35475,5015592.26515,-75.88083,45.27861
181,ANDERSON RD @ DOLMAN RIDGE RD,2017,1,0,0,378311.74950,5030274.54270,-75.56087,45.40855
182,ANDERSON RD @ EIGHTH LINE RD,2017,1,0,0,381250.77400,5022943.50490,-75.52447,45.34227
183,ANDERSON RD @ HWY 417 ANDERSON IC104R51,2017,1,0,0,380169.76580,5025656.50680,-75.53784,45.36680
185,ANDERSON RD @ LEITRIM RD,2017,1,0,0,380473.77410,5024908.50460,-75.53408,45.36004
195,ANDRE AUDET AVE @ DUNDONALD DR,2017,1,0,0,364934.61700,5012032.69100,-75.73397,45.24569
196,ANGLEHART AVE btwn WOODHAVEN HGTS & DES ARBRES ST,2017,1,0,0,383046.96958,5036149.98958,-75.49945,45.46090
197,ANJANA CIRC btwn MOFFATT POND CRT & TARTARUGA LANE,2017,1,0,0,361658.83575,5013928.79206,-75.77548,45.26302
198,ANN ST @ TIGHE ST,2017,1,0,0,368785.69980,5009762.39230,-75.68521,45.22492
200,ANTARES DR btwn AURIGA DR & WEST HUNT CLUB RD,2017,1,0,0,367034.70900,5022034.99755,-75.70596,45.33550
201,ANTARES DR btwn CAPELLA CRT & AURIGA DR (1),2017,1,0,0,366751.13163,5021569.35712,-75.70964,45.33134
202,ANTIGONISH AVE @ OLD MONTREAL RD,2017,1,0,0,384866.47890,5039358.57700,-75.47567,45.48956
204,APPLE HILL DR @ SIEVERIGHT AVE,2017,1,0,0,372435.45010,5024311.55210,-75.63675,45.35549
205,APPLE ORCHARD RD @ MANOTICK STATION RD,2017,1,0,0,374364.73910,5011409.42130,-75.61394,45.23921
206,APPLE ORCHARD RD @ STAGECOACH RD,2017,1,0,0,376239.75520,5012603.42660,-75.58989,45.24976
207,APPLEFORD ST @ CROWNHILL ST,2017,1,0,0,374699.72810,5033712.58460,-75.60652,45.43985
208,APPLEFORD ST @ ELMRIDGE DR,2017,1,0,0,374955.73120,5033814.58440,-75.60324,45.44074
209,APPLETON DR @ MEADOWBROOK RD,2017,1,0,0,374928.73440,5032230.56150,-75.60381,45.42649
211,AQUAVIEW DR @ ESPRIT DR,2017,1,0,0,384967.39230,5035746.36090,-75.47497,45.45705
212,AQUAVIEW DR btwn BEAUCACHE PRIV & BLACKBURN BYPS,2017,1,0,0,384757.45330,5035220.26665,-75.47774,45.45234
213,AQUAVIEW DR btwn LAVOIE ST & SCHUBERT CIRC,2017,1,0,0,385287.14113,5035836.22530,-75.47086,45.45782
